ID	type	start	end	strand	locus_tag	symbol	entrezID
gene-Cj1712	protein_coding	1624541	1625077	+	Cj1712	Cj1712	905986
gene-Cj1713	protein_coding	1625100	1626170	+	Cj1713	Cj1713	905987
gene-Cj1714	protein_coding	1626167	1626265	+	Cj1714	Cj1714	905988
gene-Cjp34	tRNA	1626279	1626355	-	Cjp34	tRNAMet	0
gene-Cjt06	tRNA	1626491	1626578	+	Cjt06	tRNASer	0
gene-Cjp35	tRNA	1626625	1626700	+	Cjp35	tRNAAla	0
gene-Cjp36	tRNA	1626704	1626779	+	Cjp36	tRNAVal	0
gene-Cj1715	protein_coding	1626807	1627337	+	Cj1715	Cj1715	905992
gene-Cj0163c	protein_coding	162719	163216	-	Cj0163c	Cj0163c	904502
gene-Cj1716c	protein_coding	1627317	1627919	-	Cj1716c	leuD	905993
gene-Cj1717c	protein_coding	1627921	1629333	-	Cj1717c	leuC	905994
gene-Cj1718c	protein_coding	1629320	1630396	-	Cj1718c	leuB	905995
gene-Cj1719c	protein_coding	1630393	1631928	-	Cj1719c	leuA	905996
gene-5UTR_Cj1719c	5UTR	1631929	1632146	-	Cj1719c	5UTR_Cj1719c	0
gene-Cj0164c	protein_coding	163207	164091	-	Cj0164c	ubiA	904503
gene-5UTR_Cj1720	5UTR	1632224	1632247	+	Cj1720	5UTR_Cj1720	0
gene-Cj1720	protein_coding	1632248	1632877	+	Cj1720	Cj1720	905997
gene-Cj1721c	protein_coding	1632901	1633545	-	Cj1721c	Cj1721c	905998
gene-5UTR_Cj1721c	5UTR	1633546	1633591	-	Cj1721c	5UTR_Cj1721c	0
gene-5UTR_Cj1723c	5UTR	1634120	1634144	-	Cj1723c	5UTR_Cj1723c	0
gene-Cj1724c	protein_coding	1634296	1634679	-	Cj1724c	Cj1724c	905900
gene-Cj1725	protein_coding	1634839	1635438	+	Cj1725	Cj1725	905202
gene-Cj1726c	protein_coding	1635443	1636324	-	Cj1726c	metA	906001
gene-Cj1727c	protein_coding	1636407	1637678	-	Cj1727c	metB	906002
gene-5UTR_Cj1727c	5UTR	1637679	1637874	-	Cj1727c	5UTR_Cj1727c	0
gene-sRNA_CJnc230	sRNA	1637942	1638039	-	CJnc230	sRNA_CJnc230	0
gene-Cj1729c	protein_coding	1638104	1640701	-	Cj1729c	flgE	906004
gene-Cj1731c	protein_coding	1640904	1641386	-	Cj1731c	ruvC	906005
gene-5UTR_Cj0164c	5UTR	164092	164117	-	Cj0164c	5UTR_Cj0164c	0
gene-Cj0166	protein_coding	164162	165031	+	Cj0166	miaA	904521
gene-Cj0011c	protein_coding	16452	16691	-	Cj0011c	Cj0011c	904332
gene-Cj0167c	protein_coding	165017	165580	-	Cj0167c	Cj0167c	904504
gene-5UTR_Cj0167c	5UTR	165581	165611	-	Cj0167c	5UTR_Cj0167c	0
gene-Cjp03	tRNA	165728	165802	+	Cjp03	tRNAGlu	0
gene-Cj0168c	protein_coding	165938	166105	-	Cj0168c	Cj0168c	904507
gene-5UTR_Cj0168c	5UTR	166106	166136	-	Cj0168c	5UTR_Cj0168c	0
gene-5UTR_Cj0169	5UTR	166345	166372	+	Cj0169	5UTR_Cj0169	0
gene-Cj0169	protein_coding	166373	167035	+	Cj0169	sodB	904414
gene-5UTR_Cj0011c	5UTR	16692	16718	-	Cj0011c	5UTR_Cj0011c	0
gene-Cj0170	protein_coding	167050	167794	+	Cj0170	Cj0170	904508
gene-Cj0012c	protein_coding	16756	17403	-	Cj0012c	rrc	904330
gene-Cj0172c	protein_coding	167807	169012	-	Cj0172c	Cj0172c	904510
gene-5UTR_Cj0172c	5UTR	169013	169136	-	Cj0172c	5UTR_Cj0172c	0
gene-Cj0173c	protein_coding	169054	169962	-	Cj0173c	cfbpC	904511
gene-Cj0174c	protein_coding	169946	171562	-	Cj0174c	cfbpB	904512
gene-Cj0175c	protein_coding	171562	172566	-	Cj0175c	cfbpA	904513
gene-Cj0176c	protein_coding	172563	172694	-	Cj0176c	Cj0176c	904515
gene-5UTR_Cj0176c	5UTR	172695	172717	-	Cj0176c	5UTR_Cj0176c	0
gene-Cj0177	protein_coding	172916	173767	+	Cj0177	Cj0177	904516
gene-Cj0178	protein_coding	173764	176031	+	Cj0178	Cj0178	904518
gene-5UTR_Cj0012c	5UTR	17404	17425	-	Cj0012c	5UTR_Cj0012c	0
gene-Cj0013	protein_coding	17563	19239	+	Cj0013	ilvD	904349
gene-Cj0179	protein_coding	176043	176804	+	Cj0179	exbB1	904520
gene-5UTR_Cj0180	5UTR	176778	176790	+	Cj0180	5UTR_Cj0180	0
gene-Cj0180	protein_coding	176791	177201	+	Cj0180	exbD1	904523
gene-Cj0181	protein_coding	177203	177949	+	Cj0181	tonB1	904524
gene-5UTR_Cj0182	5UTR	177984	177994	+	Cj0182	5UTR_Cj0182	0
gene-Cj0182	protein_coding	177995	179200	+	Cj0182	Cj0182	904525
gene-5UTR_Cj0183	5UTR	179270	179298	+	Cj0183	5UTR_Cj0183	0
gene-Cj0183	protein_coding	179299	180657	+	Cj0183	Cj0183	904526
gene-Cj0184c	protein_coding	180702	181856	-	Cj0184c	Cj0184c	904527
gene-Cj0186c	protein_coding	182068	182787	-	Cj0186c	Cj0186c	904529
gene-5UTR_Cj0186c	5UTR	182788	182820	-	Cj0186c	5UTR_Cj0186c	0
gene-Cj0187c	protein_coding	182859	183425	-	Cj0187c	purN	904530
gene-Cj0188c	protein_coding	183416	184786	-	Cj0188c	Cj0188c	904531
gene-5UTR_Cj0187c	5UTR	183426	183609	-	Cj0187c	5UTR_Cj0187c	0
gene-Cj0189c	protein_coding	184770	185468	-	Cj0189c	Cj0189c	904532
gene-Cj0190c	protein_coding	185470	186975	-	Cj0190c	Cj0190c	904533
gene-Cj0191c	protein_coding	186972	187499	-	Cj0191c	def	904534
gene-Cj0192c	protein_coding	187535	188119	-	Cj0192c	clpP	906014
gene-Cj0193c	protein_coding	188119	189453	-	Cj0193c	tig	904535
gene-5UTR_Cj0193c	5UTR	189454	189481	-	Cj0193c	5UTR_Cj0193c	0
gene-5UTR_Cj0194	5UTR	189552	189595	+	Cj0194	5UTR_Cj0194	0
gene-Cj0194	protein_coding	189596	190168	+	Cj0194	folE	904536
gene-Cj0195	protein_coding	190168	191553	+	Cj0195	fliI	904537
gene-Cj0196c	protein_coding	191556	192893	-	Cj0196c	purF	904538
gene-Cj0014c	protein_coding	19251	19775	-	Cj0014c	Cj0014c	904347
gene-Cj0197c	protein_coding	192895	193623	-	Cj0197c	dapB	904539
gene-5UTR_Cj0197c	5UTR	193624	193645	-	Cj0197c	5UTR_Cj0197c	0
gene-Cj0198c	protein_coding	193686	194867	-	Cj0198c	Cj0198c	904540
gene-Cj0199c	protein_coding	194867	195988	-	Cj0199c	Cj0199c	904542
gene-5UTR_Cj0199c	5UTR	195989	196010	-	Cj0199c	5UTR_Cj0199c	0
gene-Cj0200c	protein_coding	196123	196470	-	Cj0200c	Cj0200c	904543
gene-5UTR_Cj0200c	5UTR	196471	196494	-	Cj0200c	5UTR_Cj0200c	0
gene-Cj0201c	protein_coding	196534	197139	-	Cj0201c	Cj0201c	904544
gene-5UTR_Cj0202c	5UTR	197465	197542	-	Cj0202c	5UTR_Cj0202c	0
gene-5UTR_Cj0203	5UTR	197601	197706	+	Cj0203	5UTR_Cj0203	0
gene-Cj0203	protein_coding	197707	199053	+	Cj0203	Cj0203	904545
gene-5UTR_Cj0014c	5UTR	19776	19808	-	Cj0014c	5UTR_Cj0014c	0
gene-Cj0015c	protein_coding	19867	21093	-	Cj0015c	Cj0015c	904352
gene-5UTR_Cj0204	5UTR	199158	199235	+	Cj0204	5UTR_Cj0204	0
gene-Cj0204	protein_coding	199236	201233	+	Cj0204	Cj0204	904548
gene-Cj0205	protein_coding	201307	202110	+	Cj0205	uppP	904549
gene-5UTR_Cj0206	5UTR	202196	202240	+	Cj0206	5UTR_Cj0206	0
gene-Cj0206	protein_coding	202241	204049	+	Cj0206	thrS	904952
gene-Cj0207	protein_coding	204046	204564	+	Cj0207	infC	904550
gene-Cj0208	protein_coding	204603	205694	+	Cj0208	Cj0208	904551
gene-5UTR_Cj0224	5UTR	209258	209278	+	Cj0224	5UTR_Cj0224	0
gene-Cj0224	protein_coding	209279	210307	+	Cj0224	argC	906012
gene-Cj0225	protein_coding	210317	210763	+	Cj0225	Cj0225	904553
gene-5UTR_Cj0226	5UTR	210749	210766	+	Cj0226	5UTR_Cj0226	0
gene-Cj0226	protein_coding	210767	211612	+	Cj0226	argB	904554
gene-5UTR_Cj0015c	5UTR	21094	21129	-	Cj0015c	5UTR_Cj0015c	0
gene-5UTR_Cj0016	5UTR	21135	21158	+	Cj0016	5UTR_Cj0016	0
gene-5UTR_Cj0227	5UTR	211456	211615	+	Cj0227	5UTR_Cj0227	0
gene-Cj0016	protein_coding	21159	21833	+	Cj0016	Cj0016	904353
gene-Cj0227	protein_coding	211616	212803	+	Cj0227	argD	904555
gene-Cj0228c	protein_coding	212822	213451	-	Cj0228c	pcm	906010
gene-5UTR_Cj0228c	5UTR	213452	213471	-	Cj0228c	5UTR_Cj0228c	0
gene-Cj0229	protein_coding	213540	214088	+	Cj0229	Cj0229	904556
gene-Cj0230c	protein_coding	214057	215430	-	Cj0230c	Cj0230c	904557
gene-Cj0231c	protein_coding	215417	216439	-	Cj0231c	nrdF	904558
gene-Cj0232c	protein_coding	216453	216863	-	Cj0232c	Cj0232c	904559
gene-Cj0233c	protein_coding	216864	217472	-	Cj0233c	pyrE	904560
gene-5UTR_Cj0233c	5UTR	217473	217553	-	Cj0233c	5UTR_Cj0233c	0
gene-Cj0234c	protein_coding	217475	218038	-	Cj0234c	frr	904561
gene-Cj0235c	protein_coding	218048	218419	-	Cj0235c	secG	904562
gene-5UTR_Cj0235c	5UTR	218420	218446	-	Cj0235c	5UTR_Cj0235c	0
gene-Cj0236c	protein_coding	218523	219218	-	Cj0236c	Cj0236c	904563
gene-Cj0017c	protein_coding	21854	23380	-	Cj0017c	dsbI	904354
gene-5UTR_Cj0236c	5UTR	219219	219258	-	Cj0236c	5UTR_Cj0236c	0
gene-5UTR_Cj0237	5UTR	219355	219377	+	Cj0237	5UTR_Cj0237	0
gene-Cj0237	protein_coding	219378	220013	+	Cj0237	cynT	904564
gene-Cj0238	protein_coding	220010	221893	+	Cj0238	Cj0238	904565
gene-Cj0239c	protein_coding	221916	222887	-	Cj0239c	Cj0239c	904566
gene-Cj0240c	protein_coding	222897	224078	-	Cj0240c	iscS	904567
gene-Cj0241c	protein_coding	224256	224657	-	Cj0241c	Cj0241c	904568
gene-Cj0243c	protein_coding	224794	225960	-	Cj0243c	Cj0243c	904569
gene-5UTR_Cj0244	5UTR	226068	226115	+	Cj0244	5UTR_Cj0244	0
gene-Cj0244	protein_coding	226116	226307	+	Cj0244	rpmI	904570
gene-Cj0245	protein_coding	226401	226754	+	Cj0245	rplT	904571
gene-5UTR_Cj0246c	5UTR	227935	228028	-	Cj0246c	5UTR_Cj0246c	0
gene-5UTR_Cj0248	5UTR	228913	228945	+	Cj0248	5UTR_Cj0248	0
gene-Cj0248	protein_coding	228946	229803	+	Cj0248	Cj0248	904574
gene-Cj0249	protein_coding	229831	230310	+	Cj0249	Cj0249	904575
gene-Cj0250c	protein_coding	230279	231589	-	Cj0250c	Cj0250c	904576
gene-Cj0251c	protein_coding	231592	231747	-	Cj0251c	Cj0251c	904577
gene-5UTR_Cj0251c	5UTR	231748	231771	-	Cj0251c	5UTR_Cj0251c	0
gene-5UTR_Cj0252	5UTR	231819	231839	+	Cj0252	5UTR_Cj0252	0
gene-Cj0252	protein_coding	231840	232313	+	Cj0252	moaC	904578
gene-Cj0253	protein_coding	232291	232554	+	Cj0253	Cj0253	904579
gene-5UTR_Cj0254	5UTR	232533	232543	+	Cj0254	5UTR_Cj0254	0
gene-Cj0254	protein_coding	232544	233704	+	Cj0254	Cj0254	904580
gene-Cj0255c	protein_coding	233723	234481	-	Cj0255c	exoA	904581
gene-Cj0018c	protein_coding	23392	23559	-	Cj0018c	dba	904356
gene-5UTR_Cj0255c	5UTR	234482	234509	-	Cj0255c	5UTR_Cj0255c	0
gene-5UTR_Cj0256	5UTR	234574	234598	+	Cj0256	5UTR_Cj0256	0
gene-Cj0256	protein_coding	234599	236137	+	Cj0256	Cj0256	904582
gene-5UTR_Cj0018c	5UTR	23560	23582	-	Cj0018c	5UTR_Cj0018c	0
gene-Cj0257	protein_coding	236134	236490	+	Cj0257	dgkA	904583
gene-5UTR_Cj0258	5UTR	236485	236486	+	Cj0258	5UTR_Cj0258	0
gene-Cj0258	protein_coding	236487	236732	+	Cj0258	Cj0258	904584
gene-Cj0019c	protein_coding	23665	25443	-	Cj0019c	Cj0019c	904357
gene-Cj0259	protein_coding	236722	237729	+	Cj0259	pyrC	904585
gene-sRNA_CJnc11	sRNA	237728	237792	-	CJnc11	sRNA_CJnc11	0
gene-Cj0260c	protein_coding	237761	237976	-	Cj0260c	Cj0260c	904586
gene-5UTR_Cj0260c	5UTR	237977	237997	-	Cj0260c	5UTR_Cj0260c	0
gene-Cj0261c	protein_coding	238032	238751	-	Cj0261c	Cj0261c	904587
gene-5UTR_Cj0261c	5UTR	238752	238772	-	Cj0261c	5UTR_Cj0261c	0
gene-Cj0262c	protein_coding	238832	240829	-	Cj0262c	Cj0262c	904377
gene-5UTR_Cj0262c	5UTR	240830	240868	-	Cj0262c	5UTR_Cj0262c	0
gene-5UTR_Cj0263	5UTR	241004	241021	+	Cj0263	5UTR_Cj0263	0
gene-Cj0263	protein_coding	241022	241897	+	Cj0263	Cj0263	904588
gene-Cj0264c	protein_coding	241921	244437	-	Cj0264c	Cj0264c	904589
gene-Cj0265c	protein_coding	244448	245023	-	Cj0265c	Cj0265c	904590
gene-5UTR_Cj0265c	5UTR	245024	245051	-	Cj0265c	5UTR_Cj0265c	0
gene-sRNA_CJnc20	sRNA	245225	245380	-	CJnc20	sRNA_CJnc20	0
gene-Cj0266c	protein_coding	245504	246013	-	Cj0266c	Cj0266c	904591
gene-Cj0267c	protein_coding	246013	246543	-	Cj0267c	Cj0267c	904592
gene-5UTR_Cj0267c	5UTR	246544	246633	-	Cj0267c	5UTR_Cj0267c	0
gene-Cj0268c	protein_coding	246555	247643	-	Cj0268c	Cj0268c	904593
gene-Cj0269c	protein_coding	247656	248570	-	Cj0269c	ilvE	904594
gene-5UTR_Cj0269c	5UTR	248571	248625	-	Cj0269c	5UTR_Cj0269c	0
gene-Cj0270	protein_coding	248747	248953	+	Cj0270	Cj0270	904595
gene-Cj0271	protein_coding	248950	249405	+	Cj0271	Cj0271	904596
gene-Cj0272	protein_coding	249405	250496	+	Cj0272	Cj0272	904597
gene-5UTR_Cj0273	5UTR	250560	250589	+	Cj0273	5UTR_Cj0273	0
gene-Cj0273	protein_coding	250590	251030	+	Cj0273	fabZ	904598
gene-Cj0274	protein_coding	251030	251821	+	Cj0274	lpxA	904599
gene-Cj0275	protein_coding	251784	253037	+	Cj0275	clpX	904600
gene-Cj0276	protein_coding	253049	254089	+	Cj0276	mreB	904601
gene-Cj0277	protein_coding	254079	254828	+	Cj0277	mreC	904602
gene-Cj0020c	protein_coding	25433	26347	-	Cj0020c	Cj0020c	904360
gene-5UTR_Cj0279	5UTR	255065	255088	+	Cj0279	5UTR_Cj0279	0
gene-Cj0279	protein_coding	255089	258358	+	Cj0279	carB	904603
gene-Cj0003	protein_coding	2579	4888	+	Cj0003	gyrB	904343
gene-Cj0280	protein_coding	258355	258777	+	Cj0280	Cj0280	904604
gene-Cj0281c	protein_coding	258778	259755	-	Cj0281c	tal	904605
gene-Cj0282c	protein_coding	259755	260378	-	Cj0282c	serB	904606
gene-Cj0283c	protein_coding	260378	260899	-	Cj0283c	cheW	904607
gene-Cj0284c	protein_coding	260904	263213	-	Cj0284c	cheA	904608
gene-Cj0285c	protein_coding	263217	264173	-	Cj0285c	cheV	904609
gene-5UTR_Cj0020c	5UTR	26348	26381	-	Cj0020c	5UTR_Cj0020c	0
gene-Cj0021c	protein_coding	26411	27289	-	Cj0021c	Cj0021c	904361
gene-Cj0286c	protein_coding	264166	264783	-	Cj0286c	Cj0286c	904610
gene-5UTR_Cj0285c	5UTR	264174	264212	-	Cj0285c	5UTR_Cj0285c	0
gene-Cj0287c	protein_coding	264934	265419	-	Cj0287c	greA	904611
gene-5UTR_Cj0287c	5UTR	265420	265497	-	Cj0287c	5UTR_Cj0287c	0
gene-Cj0288c	protein_coding	265431	266525	-	Cj0288c	lpxB	904612
gene-Cj0289c	protein_coding	266622	267374	-	Cj0289c	peb3	904613
gene-5UTR_Cj0289c	5UTR	267375	267410	-	Cj0289c	5UTR_Cj0289c	0
gene-5UTR_Cj0292c	5UTR	268810	268924	-	Cj0292c	5UTR_Cj0292c	0
gene-5UTR_Cj0293	5UTR	269040	269063	+	Cj0293	5UTR_Cj0293	0
gene-Cj0293	protein_coding	269064	269840	+	Cj0293	surE	904617
gene-Cj0294	protein_coding	269830	270489	+	Cj0294	Cj0294	904618
gene-Cj0295	protein_coding	270473	270931	+	Cj0295	Cj0295	904619
gene-Cj0296c	protein_coding	271041	271421	-	Cj0296c	panD	904620
gene-Cj0297c	protein_coding	271418	272266	-	Cj0297c	panC	904621
gene-5UTR_Cj0297c	5UTR	272267	272383	-	Cj0297c	5UTR_Cj0297c	0
gene-Cj0298c	protein_coding	272277	273101	-	Cj0298c	panB	904622
gene-5UTR_Cj0298c	5UTR	273102	273137	-	Cj0298c	5UTR_Cj0298c	0
gene-5UTR_Cj0299	5UTR	273275	273320	+	Cj0299	5UTR_Cj0299	0
gene-Cj0299	protein_coding	273321	274094	+	Cj0299	Cj0299	904623
gene-Cj0022c	protein_coding	27402	28304	-	Cj0022c	Cj0022c	904362
gene-Cj0300c	protein_coding	274179	275063	-	Cj0300c	modC	904624
gene-Cj0301c	protein_coding	275060	275734	-	Cj0301c	modB	904625
gene-Cj0302c	protein_coding	275727	276128	-	Cj0302c	Cj0302c	904626
gene-Cj0303c	protein_coding	276125	276874	-	Cj0303c	modA	904627
gene-Cj0304c	protein_coding	276925	277611	-	Cj0304c	bioC	904628
gene-Cj0305c	protein_coding	277608	278219	-	Cj0305c	Cj0305c	904629
gene-Cj0306c	protein_coding	278216	279358	-	Cj0306c	bioF	904630
gene-5UTR_Cj0306c	5UTR	279359	279387	-	Cj0306c	5UTR_Cj0306c	0
gene-Cj0307	protein_coding	279426	280709	+	Cj0307	bioA	904631
gene-Cj0308c	protein_coding	280696	281301	-	Cj0308c	bioD	904632
gene-5UTR_Cj0308c	5UTR	281302	281463	-	Cj0308c	5UTR_Cj0308c	0
gene-Cj0309c	protein_coding	281311	281625	-	Cj0309c	Cj0309c	904633
gene-Cj0310c	protein_coding	281629	281967	-	Cj0310c	Cj0310c	904634
gene-5UTR_Cj0310c	5UTR	281968	281996	-	Cj0310c	5UTR_Cj0310c	0
gene-5UTR_Cj0311	5UTR	282077	282100	+	Cj0311	5UTR_Cj0311	0
gene-Cj0311	protein_coding	282101	282637	+	Cj0311	Cj0311	904635
gene-Cj0312	protein_coding	282634	283179	+	Cj0312	pth	904636
gene-5UTR_Cj0022c	5UTR	28305	28352	-	Cj0022c	5UTR_Cj0022c	0
gene-Cj0313	protein_coding	283181	284239	+	Cj0313	Cj0313	904637
gene-5UTR_Cj0023	5UTR	28342	28381	+	Cj0023	5UTR_Cj0023	0
gene-Cj0023	protein_coding	28382	29710	+	Cj0023	purB	904425
gene-5UTR_Cj0314	5UTR	284265	284282	+	Cj0314	5UTR_Cj0314	0
gene-Cj0314	protein_coding	284283	285491	+	Cj0314	lysA	904638
gene-Cj0315	protein_coding	285493	286260	+	Cj0315	Cj0315	904639
gene-Cj0316	protein_coding	286248	287321	+	Cj0316	pheA	904640
gene-Cj0317	protein_coding	287311	288405	+	Cj0317	hisC	904641
gene-Cj0318	protein_coding	288457	290139	+	Cj0318	fliF	904642
gene-Cj0319	protein_coding	290139	291167	+	Cj0319	fliG	904643
gene-Cj0320	protein_coding	291175	292005	+	Cj0320	fliH	904644
gene-Cj0321	protein_coding	291998	293845	+	Cj0321	dxs	904645
gene-5UTR_Cj0322	5UTR	293907	293930	+	Cj0322	5UTR_Cj0322	0
gene-Cj0322	protein_coding	293931	294341	+	Cj0322	perR	904646
gene-5UTR_Cj0323	5UTR	294365	294386	+	Cj0323	5UTR_Cj0323	0
gene-Cj0323	protein_coding	294387	295583	+	Cj0323	Cj0323	904647
gene-Cj0324	protein_coding	295586	296293	+	Cj0324	ubiE	904648
gene-Cj0325	protein_coding	296290	297453	+	Cj0325	xseA	904649
gene-Cj0024	protein_coding	29726	32095	+	Cj0024	nrdA	904363
gene-5UTR_Cj0326	5UTR	297380	297462	+	Cj0326	5UTR_Cj0326	0
gene-Cj0326	protein_coding	297463	298539	+	Cj0326	serC	904650
gene-Cj0327	protein_coding	298536	298886	+	Cj0327	Cj0327	904651
gene-Cj0328c	protein_coding	298883	299857	-	Cj0328c	fabH	904652
gene-Cj0329c	protein_coding	299850	300836	-	Cj0329c	plsX	904653
gene-Cj0330c	protein_coding	300842	300988	-	Cj0330c	rpmF	904654
gene-5UTR_Cj0330c	5UTR	300989	301245	-	Cj0330c	5UTR_Cj0330c	0
gene-Cj0331c	protein_coding	301012	301365	-	Cj0331c	Cj0331c	904655
gene-Cj0332c	protein_coding	301366	301779	-	Cj0332c	ndk	904656
gene-5UTR_Cj0332c	5UTR	301780	301808	-	Cj0332c	5UTR_Cj0332c	0
gene-Cj0333c	protein_coding	301892	302176	-	Cj0333c	fdxA	904657
gene-5UTR_Cj0334	5UTR	302353	302382	+	Cj0334	5UTR_Cj0334	0
gene-Cj0334	protein_coding	302383	302979	+	Cj0334	ahpC	904658
gene-5UTR_Cj0335	5UTR	303066	303097	+	Cj0335	5UTR_Cj0335	0
gene-Cj0335	protein_coding	303098	304186	+	Cj0335	flhB	904659
gene-Cj0336c	protein_coding	304192	304935	-	Cj0336c	motB	904660
gene-Cj0337c	protein_coding	304938	305714	-	Cj0337c	motA	904661
gene-5UTR_Cj0337c	5UTR	305715	305783	-	Cj0337c	5UTR_Cj0337c	0
gene-Cj0338c	protein_coding	305730	308369	-	Cj0338c	polA	904662
gene-5UTR_Cj0339	5UTR	308491	308532	+	Cj0339	5UTR_Cj0339	0
gene-Cj0339	protein_coding	308533	309894	+	Cj0339	Cj0339	904663
gene-Cj0340	protein_coding	309891	310898	+	Cj0340	Cj0340	904664
gene-Cj0341c	protein_coding	310854	311297	-	Cj0341c	Cj0341c	904665
gene-Cj0342c	protein_coding	311302	314127	-	Cj0342c	uvrA	904666
gene-5UTR_Cj0342c	5UTR	314128	314156	-	Cj0342c	5UTR_Cj0342c	0
gene-Cj0343c	protein_coding	314200	314985	-	Cj0343c	Cj0343c	904667
gene-5UTR_Cj0343c	5UTR	314986	315020	-	Cj0343c	5UTR_Cj0343c	0
gene-5UTR_Cj0344	5UTR	315077	315107	+	Cj0344	5UTR_Cj0344	0
gene-Cj0344	protein_coding	315108	315233	+	Cj0344	Cj0344	904668
gene-5UTR_Cj0345	5UTR	315197	315397	+	Cj0345	5UTR_Cj0345	0
gene-Cj0345	protein_coding	315398	316648	+	Cj0345	trpE	904669
gene-Cj0346	protein_coding	316645	318246	+	Cj0346	trpD	904670
gene-Cj0347	protein_coding	318233	318832	+	Cj0347	trpF	904671
gene-Cj0348	protein_coding	318829	320007	+	Cj0348	trpB	904672
gene-Cj0349	protein_coding	320000	320749	+	Cj0349	trpA	904673
gene-5UTR_Cj0350	5UTR	320793	320819	+	Cj0350	5UTR_Cj0350	0
gene-Cj0350	protein_coding	320820	321242	+	Cj0350	Cj0350	904674
gene-Cj0351	protein_coding	321242	321550	+	Cj0351	fliN	904675
gene-Cj0025c	protein_coding	32134	33519	-	Cj0025c	Cj0025c	904364
gene-Cj0352	protein_coding	321551	322348	+	Cj0352	Cj0352	904676
gene-Cj0353c	protein_coding	322345	323805	-	Cj0353c	Cj0353c	904677
gene-Cj0354c	protein_coding	323805	324050	-	Cj0354c	fdxB	904678
gene-5UTR_Cj0354c	5UTR	324051	324079	-	Cj0354c	5UTR_Cj0354c	0
gene-Cj0355c	protein_coding	324163	324834	-	Cj0355c	Cj0355c	904679
gene-Cj0356c	protein_coding	324913	325230	-	Cj0356c	folB	904680
gene-Cj0357c	protein_coding	325215	325823	-	Cj0357c	Cj0357c	904681
gene-5UTR_Cj0357c	5UTR	325824	325864	-	Cj0357c	5UTR_Cj0357c	0
gene-5UTR_Cj0358	5UTR	325994	326023	+	Cj0358	5UTR_Cj0358	0
gene-Cj0358	protein_coding	326024	327049	+	Cj0358	Cj0358	904682
gene-5UTR_Cj0360	5UTR	327120	327142	+	Cj0360	5UTR_Cj0360	0
gene-Cj0360	protein_coding	327143	328480	+	Cj0360	glmM	904683
gene-Cj0361	protein_coding	328473	328943	+	Cj0361	lspA	904684
gene-Cj0362	protein_coding	328927	329379	+	Cj0362	Cj0362	904685
gene-sRNA_CJas_Cj0363c	sRNA	329341	329423	+	CJas_Cj0363c	sRNA_CJas_Cj0363c	0
gene-Cj0363c	protein_coding	329376	330722	-	Cj0363c	Cj0363c	904686
gene-5UTR_Cj0363c	5UTR	330723	330749	-	Cj0363c	5UTR_Cj0363c	0
gene-Cj0364	protein_coding	330851	331102	+	Cj0364	Cj0364	904687
gene-Cj0365c	protein_coding	331125	332603	-	Cj0365c	cmeC	904688
gene-Cj0366c	protein_coding	332596	335718	-	Cj0366c	cmeB	904689
gene-5UTR_Cj0025c	5UTR	33520	33592	-	Cj0025c	5UTR_Cj0025c	0
gene-Cj0367c	protein_coding	335718	336821	-	Cj0367c	cmeA	904690
gene-Cj0026c	protein_coding	33639	34262	-	Cj0026c	thyX	904365
gene-Cj0368c	protein_coding	336916	337548	-	Cj0368c	cmeR	904691
gene-Cj0369c	protein_coding	337535	338911	-	Cj0369c	Cj0369c	904692
gene-5UTR_Cj0369c	5UTR	338912	338946	-	Cj0369c	5UTR_Cj0369c	0
gene-5UTR_Cj0370	5UTR	339034	339070	+	Cj0370	5UTR_Cj0370	0
gene-Cj0370	protein_coding	339071	339283	+	Cj0370	rpsU	904693
gene-5UTR_Cj0371	5UTR	339373	339402	+	Cj0371	5UTR_Cj0371	0
gene-Cj0371	protein_coding	339403	340008	+	Cj0371	Cj0371	904694
gene-Cj0372	protein_coding	340018	341187	+	Cj0372	Cj0372	904695
gene-5UTR_Cj0373	5UTR	340982	341189	+	Cj0373	5UTR_Cj0373	0
gene-Cj0373	protein_coding	341190	342125	+	Cj0373	Cj0373	904696
gene-Cj0374	protein_coding	342115	342606	+	Cj0374	Cj0374	904697
gene-Cj0375	protein_coding	342615	343091	+	Cj0375	Cj0375	904698
gene-5UTR_Cj0376	5UTR	343057	343101	+	Cj0376	5UTR_Cj0376	0
gene-Cj0376	protein_coding	343102	343926	+	Cj0376	Cj0376	904699
gene-5UTR_Cj0027	5UTR	34360	34381	+	Cj0027	5UTR_Cj0027	0
gene-Cj0027	protein_coding	34382	36013	+	Cj0027	pyrG	904367
gene-Cj0377	protein_coding	343926	345638	+	Cj0377	Cj0377	904700
gene-Cj0378c	protein_coding	345635	346174	-	Cj0378c	Cj0378c	904701
gene-Cj0379c	protein_coding	346174	347067	-	Cj0379c	Cj0379c	904702
gene-Cj0380c	protein_coding	347123	347908	-	Cj0380c	Cj0380c	904703
gene-Cj0381c	protein_coding	347905	348744	-	Cj0381c	pyrF	904704
gene-Cj0382c	protein_coding	348741	349139	-	Cj0382c	nusB	904705
gene-Cj0383c	protein_coding	349139	349603	-	Cj0383c	ribH	904706
gene-Cj0384c	protein_coding	349600	350415	-	Cj0384c	kdsA	904707
gene-Cj0385c	protein_coding	350412	351344	-	Cj0385c	Cj0385c	904708
