# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	name	symbol	locus_tag	feature_interval_length	product_length	chromosome_name
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1333931	1336000	-	EAQ72641.1	capsule polysaccharide export protein KpsC	kpsC	CJJ81176_1413	2070	689.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1335997	1336509	-	EAQ72711.1	adenylylsulfate kinase		CJJ81176_1414	513	170.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1336499	1337260	-	EAQ72824.1	putative sugar-1-phosphate nucleotidyltransferase		CJJ81176_1415	762	253.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1337262	1337864	-	EAQ72925.1	class I glutamine amidotransferase, putative		CJJ81176_1416	603	200.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1337855	1340194	-	EAQ72931.1	hypothetical protein		CJJ81176_1417	2340	779.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1340209	1340988	-	EAQ72578.1	putative methyltransferase		CJJ81176_1418	780	259.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1341022	1341795	-	EAQ72702.1	putative methyltransferase		CJJ81176_1419	774	257.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1341847	1343541	-	EAQ72610.1	putative sugar transferase		CJJ81176_1420	1695	564.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1343513	1343626	-	EAQ72820.1	putative glycosyltransferase		CJJ81176_1421	114	37.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1343639	1344313	-	EAQ72634.1	capsular biosynthesis nucleotidyltransferase, putative		CJJ81176_1422	675	224.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1344301	1344906	-	EAQ72591.1	phosphoheptose isomerase	gmhA-2	CJJ81176_1423	606	201.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1344894	1345913	-	EAQ72721.1	capsular biosynthesis sugar kinase, putative		CJJ81176_1424	1020	339.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1345988	1346926	-	EAQ72818.1	HrEpiB		CJJ81176_1425	939	312.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1346950	1347984	-	EAQ72920.1	GDP-mannose 4,6-dehydratase	wcbK	CJJ81176_1426	1035	344.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1347993	1349051	-	EAQ72779.1	GDP-fucose synthetase	fcl	CJJ81176_1427	1059	352.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1349061	1349681	-	EAQ72840.1	hypothetical protein		CJJ81176_1428	621	206.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1349668	1349985	-	EAQ72950.1	hypothetical protein		CJJ81176_1429	318	105.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1349988	1350533	-	EAQ72632.1	putative nucleotide-sugar epimerase-dehydratase		CJJ81176_1430	546	181.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1350533	1352233	-	EAQ72841.1	putative sugar transferase		CJJ81176_1431	1701	566.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1352230	1353939	-	EAQ72594.1	galactosyltransferase		CJJ81176_1432	1710	569.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1353945	1355426	-	EAQ72680.1	putative sugar transferase		CJJ81176_1433	1482	493.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1355432	1356637	-	EAQ72559.1	putative sugar transferase		CJJ81176_1434	1206	401.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1356648	1358459	-	EAQ72546.1	putative sugar transferase		CJJ81176_1435	1812	603.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1358452	1360632	-	EAQ72655.2	putative glycosyl transferase		CJJ81176_1436	2181	726.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1360629	1361576	-	EAQ72704.1	arabinose-5-phosphate isomerase	kpsF	CJJ81176_1437	948	315.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1361586	1363244	-	EAQ72742.1	capsular polysaccharide ABC transporter, periplasmic polysaccharide-binding protein	kpsD	CJJ81176_1438	1659	552.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1363246	1364364	-	EAQ72952.1	capsular polysaccharide ABC transporter	kpsE	CJJ81176_1439	1119	372.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1364364	1365026	-	EAQ72613.1	capsular polysaccharide ABC transporter, ATP-binding protein	kpsT	CJJ81176_1440	663	220.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1365023	1365805	-	EAQ72939.1	capsular polysaccharide ABC transporter, permease protein	kpsM	CJJ81176_1441	783	260.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1365877	1366284	-	EAQ72799.1	hypothetical protein		CJJ81176_1442	408	135.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1366359	1366922	+	EAQ72520.1	hypothetical protein		CJJ81176_1443	564	187.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1366958	1367647	+	EAQ72541.1	deoxyuridine triphosphatase domain protein		CJJ81176_1444	690	229.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1367649	1368362	+	EAQ72906.1	membrane protein, putative		CJJ81176_1445	714	237.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1368345	1369310	-	EAQ72782.1	tRNA(Ile)-lysidine synthetase	tilS	CJJ81176_1446	966	321.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1369300	1370619	-	EAQ72606.1	MiaB-like tRNA modifying enzyme YliG, TIGR01125	yliG	CJJ81176_1447	1320	439.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1370693	1371790	+	EAQ72778.1	peptide chain release factor 2	prfB	CJJ81176_1448	1098	365.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1371947	1372126	-	EAQ72636.2	hypothetical protein		CJJ81176_1449	180	59.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1372383	1373501	-	EAQ72518.1	tRNA pseudouridine synthase D, putative		CJJ81176_1450	1119	372.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1373470	1374291	-	EAQ72837.1	thiamine-monophosphate kinase, putative		CJJ81176_1451	822	273.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1374378	1375451	+	EAQ72678.1	hypothetical protein		CJJ81176_1452	1074	357.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1375448	1375831	+	EAQ72535.1	hypothetical protein		CJJ81176_1453	384	127.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1375821	1376507	+	EAQ72524.2	site-specific DNA methyltransferase, putative		CJJ81176_1454	687	228.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1376566	1377612	+	EAQ72887.1	flagellar P-ring protein FlgI	flgI	CJJ81176_1455	1047	348.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1377612	1377953	+	EAQ72819.1	hypothetical protein		CJJ81176_1456	342	113.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1378016	1378213	+	EAQ72736.1	hypothetical protein		CJJ81176_1457	198	65.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1378256	1378690	+	EAQ72790.1	hypothetical protein		CJJ81176_1458	435	144.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1378700	1380526	+	EAQ72550.1	flagellar hook-associated protein FlgK, putative		CJJ81176_1459	1827	608.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1380543	1381076	+	EAQ72600.1	hypothetical protein		CJJ81176_1460	534	177.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1381066	1381299	+	EAQ72633.1	hypothetical protein		CJJ81176_1461	234	77.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1381310	1382074	+	EAQ72934.1	membrane protein, putative		CJJ81176_1462	765	254.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1382071	1383249	-	EAQ72802.1	general secretory pathway protein F	ctsF	CJJ81176_1463	1179	392.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1383246	1384805	-	EAQ72539.2	general secretory pathway protein E	ctsE	CJJ81176_1464	1560	519.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1384795	1385382	-	EAQ72693.1	transformation system protein	ctsX	CJJ81176_1465	588	195.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1385386	1385994	-	EAQ72668.1	transformation system protein	ctsP	CJJ81176_1466	609	202.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1385987	1387399	-	EAQ72545.1	general secretory pathway protein D	ctsD	CJJ81176_1467	1413	470.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1387377	1387688	-	EAQ72713.1	transformation system protein	ctsR	CJJ81176_1468	312	103.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1387712	1391272	-	EAQ72585.1	pyruvate ferredoxin/flavodoxin oxidoreductase		CJJ81176_1469	3561	1186.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1391365	1392006	-	EAQ72852.1	HAD-superfamily hydrolase, subfamily IA, variant 1 family protein		CJJ81176_1470	642	213.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1392006	1392965	-	EAQ72738.1	fibronectin-binding protein	cadF	CJJ81176_1471	960	319.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1393091	1393480	-	EAQ72705.1	ribosomal protein S9	rpsI	CJJ81176_1472	390	129.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1393483	1393926	-	EAQ72516.2	ribosomal protein L13	rplM	CJJ81176_1473	444	147.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1393992	1396757	-	EAQ72561.1	ATP-dependent DNA helicase, UvrD/REP family		CJJ81176_1474	2766	921.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1396754	1399120	-	EAQ72540.1	hypothetical protein		CJJ81176_1475	2367	788.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1399117	1399638	-	EAQ72723.1	lipoprotein, putative		CJJ81176_1476	522	173.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1399625	1400227	-	EAQ72618.1	hypothetical protein		CJJ81176_1477	603	200.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1400322	1400540	-	EAQ72927.1	hypothetical protein		CJJ81176_1478	219	72.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1400540	1401403	-	EAQ72829.1	cytochrome c oxidase, cbb3-type, subunit III	ccoP	CJJ81176_1479	864	287.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1401403	1401669	-	EAQ72682.2	cytochrome c oxidase, cbb3-type, subunit IV	ccoQ	CJJ81176_1480	267	88.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1401671	1402336	-	EAQ72593.1	cytochrome c oxidase, cbb3-type, subunit II	ccoO	CJJ81176_1481	666	221.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1402349	1403815	-	EAQ72907.1	cytochrome c oxidase, cbb3-type, subunit I	ccoN	CJJ81176_1482	1467	488.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1403941	1404621	-	EAQ72700.1	DNA-binding response regulator		CJJ81176_1483	681	226.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1404624	1405835	-	EAQ72684.1	sensory box sensor histidine kinase, putative		CJJ81176_1484	1212	403.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1405832	1406491	-	EAQ72609.1	membrane protein, putative		CJJ81176_1485	660	219.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1406488	1407606	-	EAQ72752.1	carbamoyl-phosphate synthase, small subunit	carA	CJJ81176_1486	1119	372.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1407606	1408157	-	EAQ72650.1	hypothetical protein		CJJ81176_1487	552	183.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1408250	1408768	-	EAQ72804.1	hypothetical protein		CJJ81176_1488	519	172.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1408761	1409042	-	EAQ72904.2	hypothetical protein		CJJ81176_1489	282	93.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1409186	1410436	-	EAQ72519.1	adenylosuccinate synthetase	purA	CJJ81176_1490	1251	416.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1410464	1410561	-		tRNA-Sec		CJJ81176_1753	98		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1410701	1411909	+	EAQ72639.1	membrane protein, putative		CJJ81176_1492	1209	402.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1411913	1412140	+	EAQ72719.1	hypothetical protein		CJJ81176_1493	228	75.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1412156	1413625	-	EAQ72825.1	sodium/proline permease	putP	CJJ81176_1494	1470	489.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1413643	1417131	-	EAQ72935.1	bifunctional putA protein, putative		CJJ81176_1495	3489	1162.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1417262	1418188	-	EAQ72576.1	selenide, water dikinase	selD	CJJ81176_1496	927	308.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1418294	1418866	-	EAQ72529.1	hypothetical protein		CJJ81176_1497	573	190.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1418977	1421079	-	EAQ72645.1	methyl-accepting chemotaxis protein		CJJ81176_1498	2103	700.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1421192	1421893	-	EAQ72741.2	ModE repressor domain protein		CJJ81176_1499	702	233.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1421922	1422704	-	EAQ72590.1	formate dehydrogenase accessory protein FdhD	fdhD	CJJ81176_1500	783	260.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1422871	1423803	-	EAQ72592.1	formate dehydrogenase, cytochrome b subunit	fdhC	CJJ81176_1501	933	310.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1423800	1424441	-	EAQ72781.1	formate dehydrogenase, iron-sulfur subunit	fdhB	CJJ81176_1502	642	213.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1424438	1426678	-	EAQ72956.1	formate dehydrogenase, alpha subunit, selenocysteine-containing	fdhA	CJJ81176_1503	2241	746.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1426700	1427242	-	EAQ72607.1	formate dehydrogenase		CJJ81176_1504	543	180.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1427242	1427433	-	EAQ72673.1	tat domain protein		CJJ81176_1505	192	63.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1427408	1428109	-	EAQ72542.2	hypothetical protein		CJJ81176_1506	702	233.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1428425	1429573	-	EAQ72922.1	carboxynorspermidine decarboxylase	nspC	CJJ81176_1507	1149	382.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1429697	1431238	+	EAQ72767.1	oxidoreductase, putative		CJJ81176_1508	1542	513.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1431240	1431461	+	EAQ72777.1	thiS family protein		CJJ81176_1509	222	73.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1431462	1431908	+	EAQ72647.1	molybdopterin converting factor, subunit 2		CJJ81176_1510	447	148.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1431912	1433102	+	EAQ72664.1	molybdopterin biosynthesis MoeA protein, putative		CJJ81176_1511	1191	396.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1433615	1434463	-	EAQ72506.1	hypothetical protein		CJJ81176_1512	849	282.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1434456	1435790	-	EAQ72875.2	hypothetical protein		CJJ81176_1513	1335	444.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1436239	1437228	-	EAQ72768.1	phosphoribosylformylglycinamidine cyclo-ligase	purM	CJJ81176_1514	990	329.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1437289	1437894	+	EAQ72566.1	dephospho-CoA kinase		CJJ81176_1515	606	201.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1437891	1438640	+	EAQ72694.1	diaminopimelate epimerase	dapF	CJJ81176_1516	750	249.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1438615	1439346	+	EAQ72537.1	mannosyl-glycoprotein endo-beta-N-acetylglucosamidase domain protein		CJJ81176_1517	732	243.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1439343	1440380	-	EAQ72801.1	hypothetical protein		CJJ81176_1518	1038	345.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1440445	1440894	-	EAQ72602.1	bacterioferritin, putative		CJJ81176_1519	450	149.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1441024	1442244	-	EAQ72809.1	glucose-6-phosphate isomerase	pgi	CJJ81176_1520	1221	406.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1442238	1443062	-	EAQ72661.1	UTP-glucose-1-phosphate uridylyltransferase	galU	CJJ81176_1521	825	274.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1443144	1445117	-	EAQ72526.1	acetyl-coenzyme A synthetase	acs	CJJ81176_1522	1974	657.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1445255	1446250	-	EAQ72856.1	tungsten ABC transporter, ATP-binding protein, putative		CJJ81176_1523	996	331.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1446252	1446938	-	EAQ72943.1	tungstate ABC transporter, permease protein, putative		CJJ81176_1524	687	228.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1447017	1447826	+	EAQ72869.1	tungstate ABC transporter, periplasmic tungstate-binding protein, putative		CJJ81176_1525	810	269.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1447968	1448735	+	EAQ72786.1	LamB/YcsF family protein		CJJ81176_1526	768	255.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1448745	1449485	+	EAQ72701.1	hypothetical protein		CJJ81176_1527	741	246.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1449466	1450431	+	EAQ72617.1	hypothetical protein		CJJ81176_1528	966	321.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1450428	1451324	-	EAQ72568.2	integral membrane protein		CJJ81176_1529	897	298.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1451357	1451935	-	EAQ72675.1	flavodoxin-like fold domain protein		CJJ81176_1530	579	192.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1452035	1452382	+	EAQ72796.1	transcriptional regulator, putative		CJJ81176_1531	348	115.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1452370	1452819	+	EAQ72899.1	putative homolog of BLC protein		CJJ81176_1532	450	149.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1452821	1453897	-	EAQ72507.1	oxidoreductase, zinc-binding dehydrogenase family		CJJ81176_1533	1077	358.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1454125	1457220	-	EAQ72833.1	type I restriction-modification enzyme, R subunit		CJJ81176_1534	3096	1031.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1457223	1458989	-	EAQ72601.1	RloH		CJJ81176_1535	1767	588.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1459000	1460142	-	EAQ72509.1	HsdS		CJJ81176_1536	1143	380.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1460154	1460315	+	EAQ72670.1	hypothetical protein		CJJ81176_1537	162	53.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1460361	1461812	-	EAQ72874.1	MloB		CJJ81176_1538	1452	483.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1461824	1463326	-	EAQ72739.1	type I restriction-modification system, M subunit		CJJ81176_1539	1503	500.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1463390	1463503	+	EAQ72631.1	HsdM		CJJ81176_1540	114	37.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1463696	1464331	-	EAQ72530.1	conserved hypothetical protein, degenerate		CJJ81176_1541	636	211.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1464524	1464856	+	EAQ72862.1	transcriptional regulator		CJJ81176_1542	333	110.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1464941	1465063	+	EAQ72808.1	permease, putative		CJJ81176_1543	123	40.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1465247	1465888	+	EAQ72695.1	hypothetical protein		CJJ81176_1544	642	213.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1465898	1466077	+	EAQ72932.1	arsenical resistance operon repressor	arsR	CJJ81176_1545	180	59.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1466068	1466220	+	EAQ72649.1	arsenical resistance operon repressor		CJJ81176_1546	153	50.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1466228	1466659	-	EAQ72517.1	MerR family transcription regulator		CJJ81176_1547	432	143.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1466772	1467653	+	EAQ72644.1	methyl-accepting chemotaxis protein		CJJ81176_1548	882	293.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1468028	1468738	+	EAQ72616.1	methyl-accepting chemotaxis protein		CJJ81176_1549	711	236.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1468781	1471147	-	EAQ72881.1	paralyzed flagella protein PflA	pflA	CJJ81176_1550	2367	788.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1471169	1472557	-	EAQ72698.1	NADH-quinone oxidoreductase, N subunit	nuoN	CJJ81176_1551	1389	462.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1472547	1474034	-	EAQ72579.1	NADH-quinone oxidoreductase, M subunit	nuoM	CJJ81176_1552	1488	495.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1474036	1475826	-	EAQ72951.1	NADH-quinone oxidoreductase, L subunit	nuoL	CJJ81176_1553	1791	596.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1475828	1476124	-	EAQ72732.1	NADH-quinone oxidoreductase, K subunit	nuoK	CJJ81176_1554	297	98.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1476121	1476639	-	EAQ72864.1	NADH-quinone oxidoreductase, J subunit	nuoJ	CJJ81176_1555	519	172.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1476636	1477277	-	EAQ72759.1	NADH-quinone oxidoreductase, I subunit	nuoI	CJJ81176_1556	642	213.0	CP000538.1
